date,temp_max,temp_min,temp_mean,rainfall_mm,wind_speed,humidity_max,humidity_min,humidity_pct,city
2026-02-03,19.8,9.6,14.7,0.0,6.7,100.0,55.0,77.5,Delhi
2026-02-04,20.1,11.1,15.1,0.0,9.5,97.0,53.0,75.0,Delhi
2026-02-05,21.2,10.2,15.3,0.0,12.6,90.0,44.0,67.0,Delhi
2026-02-06,22.6,10.4,16.4,0.0,13.1,85.0,44.0,64.5,Delhi
2026-02-07,23.7,12.2,17.6,0.0,14.9,87.0,43.0,65.0,Delhi
2026-02-08,22.6,11.1,17.1,0.0,11.2,82.0,35.0,58.5,Delhi
2026-02-09,25.1,10.4,17.9,0.0,8.5,92.0,24.0,58.0,Delhi
2026-02-10,26.9,13.4,19.9,0.0,9.8,76.0,26.0,51.0,Delhi
2026-02-11,25.9,14.3,20.1,0.0,11.6,84.0,38.0,61.0,Delhi
2026-02-12,24.1,12.4,18.5,0.0,11.8,85.0,32.0,58.5,Delhi
2026-02-13,24.7,11.7,18.3,0.0,8.3,83.0,33.0,58.0,Delhi
2026-02-14,26.0,11.6,19.2,0.0,10.6,89.0,29.0,59.0,Delhi
2026-02-15,27.2,12.8,20.5,0.0,11.9,92.0,30.0,61.0,Delhi
2026-02-16,29.4,12.6,21.4,0.0,11.4,95.0,17.0,56.0,Delhi
2026-02-17,29.6,17.1,23.1,0.0,11.2,69.0,20.0,44.5,Delhi
2026-02-18,22.5,16.0,19.0,0.8,10.1,94.0,47.0,70.5,Delhi
2026-02-19,25.6,13.4,19.4,0.1,9.3,96.0,38.0,67.0,Delhi
2026-02-20,26.9,14.8,20.6,0.0,9.2,95.0,37.0,66.0,Delhi
2026-02-21,26.5,14.1,20.5,0.0,10.6,91.0,42.0,66.5,Delhi
2026-02-22,27.6,13.9,21.1,0.0,9.3,92.0,28.0,60.0,Delhi
2026-02-23,28.5,14.6,21.9,0.0,9.2,91.0,23.0,57.0,Delhi
2026-02-24,28.2,15.6,22.0,0.0,10.1,81.0,25.0,53.0,Delhi
2026-02-25,28.2,14.4,21.8,0.0,10.9,87.0,21.0,54.0,Delhi
2026-02-26,29.1,14.8,22.1,0.0,14.1,79.0,20.0,49.5,Delhi
2026-02-27,29.9,15.4,23.3,0.0,9.0,79.0,21.0,50.0,Delhi
2026-02-28,30.9,20.4,25.3,0.0,12.1,61.0,20.0,40.5,Delhi
2026-03-01,29.6,16.5,23.2,0.0,15.8,81.0,26.0,53.5,Delhi
2026-03-02,29.9,16.3,23.1,0.0,15.5,77.0,26.0,51.5,Delhi
2026-03-03,30.4,16.9,23.8,0.0,16.7,69.0,29.0,49.0,Delhi
2026-03-04,32.2,17.3,25.1,0.0,15.0,71.0,32.0,51.5,Delhi
2026-03-05,33.1,20.2,26.5,0.0,16.1,72.0,33.0,52.5,Delhi
2024-03-05,19.3,6.2,11.8,0.0,13.9,80.0,38.0,59.0,Ludhiana
2024-03-06,20.8,5.2,13.0,0.0,10.8,81.0,32.0,56.5,Ludhiana
2024-03-07,23.0,9.1,15.5,0.0,12.7,80.0,33.0,56.5,Ludhiana
2024-03-08,22.8,8.9,15.2,0.0,13.6,87.0,32.0,59.5,Ludhiana
2024-03-09,24.6,9.1,15.8,0.0,13.0,86.0,28.0,57.0,Ludhiana
2024-03-10,26.5,9.4,17.7,0.0,11.9,82.0,27.0,54.5,Ludhiana
2024-03-11,26.2,11.0,18.5,0.0,26.2,84.0,31.0,57.5,Ludhiana
2024-03-12,26.6,12.2,19.0,0.0,10.6,96.0,33.0,64.5,Ludhiana
2024-03-13,25.4,12.2,16.8,1.0,19.1,94.0,36.0,65.0,Ludhiana
2024-03-14,26.5,10.1,18.1,0.0,14.0,98.0,31.0,64.5,Ludhiana
2024-03-15,26.7,11.1,17.7,0.0,14.3,78.0,22.0,50.0,Ludhiana
2024-03-16,27.8,10.6,18.4,0.0,12.0,80.0,20.0,50.0,Ludhiana
2024-03-17,28.5,12.0,19.5,0.0,10.2,75.0,19.0,47.0,Ludhiana
2024-03-18,29.0,11.9,20.4,0.0,9.7,85.0,22.0,53.5,Ludhiana
2024-03-19,29.8,12.4,21.0,0.0,13.7,75.0,22.0,48.5,Ludhiana
2024-03-20,30.6,13.6,22.0,0.0,13.3,80.0,25.0,52.5,Ludhiana
2024-03-21,27.7,16.8,21.6,0.0,19.3,81.0,46.0,63.5,Ludhiana
2024-03-22,28.6,18.1,22.9,0.1,15.5,81.0,39.0,60.0,Ludhiana
2024-03-23,30.7,15.6,23.0,0.0,16.6,94.0,30.0,62.0,Ludhiana
2024-03-24,29.5,16.9,22.4,0.4,21.6,80.0,35.0,57.5,Ludhiana
2024-03-25,31.0,16.0,23.0,0.0,15.3,91.0,29.0,60.0,Ludhiana
2024-03-26,30.8,15.7,22.6,0.0,10.7,82.0,35.0,58.5,Ludhiana
2024-03-27,32.3,18.2,24.8,0.5,20.4,87.0,34.0,60.5,Ludhiana
2024-03-28,34.2,19.4,25.8,0.0,17.0,78.0,29.0,53.5,Ludhiana
2024-03-29,33.2,17.0,24.7,0.0,11.0,89.0,34.0,61.5,Ludhiana
2024-03-30,30.2,18.5,23.3,3.7,22.9,82.0,38.0,60.0,Ludhiana
2024-03-31,30.3,17.2,23.2,0.0,13.3,71.0,32.0,51.5,Ludhiana
2024-04-01,28.5,15.8,20.8,0.0,13.8,76.0,29.0,52.5,Ludhiana
2024-04-02,29.6,13.1,22.0,0.0,13.5,79.0,26.0,52.5,Ludhiana
2024-04-03,32.5,14.9,23.7,0.0,13.1,68.0,22.0,45.0,Ludhiana
2024-04-04,33.0,17.9,24.8,0.0,12.2,64.0,20.0,42.0,Ludhiana
2024-04-05,32.2,16.0,23.3,0.0,15.5,72.0,18.0,45.0,Ludhiana
2024-04-06,32.3,14.9,23.2,0.0,15.2,62.0,15.0,38.5,Ludhiana
2024-04-07,32.6,14.2,23.4,0.0,19.1,65.0,17.0,41.0,Ludhiana
2024-04-08,33.5,15.9,24.5,0.0,15.2,68.0,15.0,41.5,Ludhiana
2024-04-09,34.0,15.9,25.0,0.0,12.5,58.0,15.0,36.5,Ludhiana
2024-04-10,34.8,16.2,25.7,0.0,16.4,57.0,15.0,36.0,Ludhiana
2024-04-11,34.4,18.7,26.5,0.0,13.2,45.0,19.0,32.0,Ludhiana
2024-04-12,35.5,16.9,27.2,0.0,15.0,63.0,17.0,40.0,Ludhiana
2024-04-13,34.3,20.5,26.3,0.7,21.7,68.0,24.0,46.0,Ludhiana
2024-04-14,31.5,20.0,24.9,1.2,12.2,77.0,33.0,55.0,Ludhiana
2024-04-15,31.4,19.9,24.4,12.5,27.4,88.0,37.0,62.5,Ludhiana
2024-04-16,31.2,18.1,25.1,0.2,16.7,94.0,37.0,65.5,Ludhiana
2024-04-17,32.6,16.8,24.9,0.0,18.8,80.0,18.0,49.0,Ludhiana
2024-04-18,32.7,18.5,26.3,0.0,13.8,60.0,29.0,44.5,Ludhiana
2024-04-19,34.0,21.2,26.7,5.4,23.1,67.0,29.0,48.0,Ludhiana
2024-04-20,32.7,19.0,25.8,1.6,14.3,78.0,28.0,53.0,Ludhiana
2024-04-21,34.5,19.1,26.9,0.0,20.1,71.0,16.0,43.5,Ludhiana
2024-04-22,35.3,18.0,27.0,0.0,18.7,78.0,18.0,48.0,Ludhiana
2024-04-23,33.9,20.0,26.3,0.0,20.2,52.0,17.0,34.5,Ludhiana
2024-04-24,35.0,19.8,27.2,0.1,13.7,61.0,21.0,41.0,Ludhiana
2024-04-25,37.2,18.6,28.8,0.0,22.7,61.0,14.0,37.5,Ludhiana
2024-04-26,38.7,21.9,30.9,0.0,18.7,53.0,12.0,32.5,Ludhiana
2024-04-27,35.0,22.4,28.0,1.6,21.9,53.0,20.0,36.5,Ludhiana
2024-04-28,34.8,20.5,27.5,0.0,11.8,63.0,22.0,42.5,Ludhiana
2024-04-29,29.5,21.6,25.1,1.2,17.8,57.0,33.0,45.0,Ludhiana
2024-04-30,33.0,16.8,24.8,0.0,26.5,72.0,17.0,44.5,Ludhiana
2024-05-01,29.2,14.9,22.3,0.0,15.5,77.0,23.0,50.0,Ludhiana
2024-05-02,33.0,16.1,24.9,0.0,20.7,64.0,19.0,41.5,Ludhiana
2024-05-03,36.4,17.8,27.6,0.0,17.9,49.0,14.0,31.5,Ludhiana
2024-05-04,38.8,22.5,30.2,0.0,20.9,54.0,14.0,34.0,Ludhiana
2024-05-05,38.0,22.0,30.1,0.0,20.4,49.0,16.0,32.5,Ludhiana
2024-05-06,39.0,22.9,30.7,0.0,15.9,49.0,15.0,32.0,Ludhiana
2024-05-07,40.3,23.5,32.0,0.0,15.9,41.0,12.0,26.5,Ludhiana
2024-05-08,39.3,23.2,31.3,0.0,21.2,49.0,19.0,34.0,Ludhiana
2024-05-09,38.5,26.1,31.5,0.0,22.0,57.0,20.0,38.5,Ludhiana
2024-05-10,37.5,25.2,30.5,0.4,20.9,82.0,28.0,55.0,Ludhiana
2024-05-11,36.2,22.8,29.8,0.8,15.4,83.0,25.0,54.0,Ludhiana
2024-05-12,34.1,23.5,29.0,0.5,22.1,73.0,29.0,51.0,Ludhiana
2024-05-13,38.4,22.1,30.4,0.0,16.9,60.0,13.0,36.5,Ludhiana
2024-05-14,38.4,21.6,30.2,0.0,15.6,55.0,14.0,34.5,Ludhiana
2024-05-15,41.0,22.0,32.0,0.0,16.3,37.0,12.0,24.5,Ludhiana
2024-05-16,41.6,22.8,32.7,0.0,17.3,44.0,13.0,28.5,Ludhiana
2024-05-17,42.8,24.5,34.4,0.0,19.5,43.0,13.0,28.0,Ludhiana
2024-05-18,43.0,24.8,34.5,0.0,24.3,42.0,13.0,27.5,Ludhiana
2024-05-19,43.7,25.5,35.1,0.0,22.0,39.0,11.0,25.0,Ludhiana
2024-05-20,42.2,25.5,34.6,0.0,18.4,38.0,14.0,26.0,Ludhiana
2024-05-21,42.2,25.9,34.0,0.0,15.6,34.0,14.0,24.0,Ludhiana
2024-05-22,40.7,26.4,34.6,0.0,18.8,52.0,18.0,35.0,Ludhiana
2024-05-23,40.2,28.5,34.3,0.0,22.9,58.0,25.0,41.5,Ludhiana
2024-05-24,40.6,29.2,35.1,0.3,21.3,59.0,20.0,39.5,Ludhiana
2024-05-25,43.4,26.2,35.9,0.0,23.9,50.0,13.0,31.5,Ludhiana
2024-05-26,44.5,26.0,36.2,0.0,18.6,41.0,12.0,26.5,Ludhiana
2024-05-27,44.5,27.4,36.4,0.0,18.0,38.0,7.0,22.5,Ludhiana
2024-05-28,45.0,25.9,35.9,0.0,14.3,30.0,7.0,18.5,Ludhiana
2024-05-29,45.3,26.0,36.6,0.0,15.5,23.0,7.0,15.0,Ludhiana
2024-05-30,45.5,27.0,36.8,0.0,18.9,27.0,5.0,16.0,Ludhiana
2024-05-31,44.5,26.5,36.1,0.0,12.5,27.0,7.0,17.0,Ludhiana
2024-06-01,44.5,27.6,36.4,0.0,28.5,26.0,7.0,16.5,Ludhiana
2024-06-02,42.9,27.0,35.5,0.0,15.4,50.0,12.0,31.0,Ludhiana
2024-06-03,44.3,27.0,36.2,0.0,17.7,30.0,12.0,21.0,Ludhiana
2024-06-04,42.5,29.3,36.3,0.0,19.7,25.0,14.0,19.5,Ludhiana
2024-06-05,40.3,27.6,33.6,2.0,27.6,59.0,17.0,38.0,Ludhiana
2024-06-06,38.7,23.6,32.0,1.2,20.0,77.0,25.0,51.0,Ludhiana
2024-06-07,40.5,25.6,33.1,0.0,28.2,60.0,18.0,39.0,Ludhiana
2024-06-08,38.5,25.2,32.1,0.0,16.9,48.0,19.0,33.5,Ludhiana
2024-06-09,41.0,24.9,33.4,0.0,18.8,51.0,12.0,31.5,Ludhiana
2024-06-10,41.7,25.0,33.5,0.0,14.7,38.0,12.0,25.0,Ludhiana
2024-06-11,42.3,25.9,34.4,0.0,12.5,44.0,11.0,27.5,Ludhiana
2024-06-12,44.2,26.8,35.9,0.0,16.3,35.0,9.0,22.0,Ludhiana
2024-06-13,44.5,28.0,36.5,0.0,20.2,40.0,11.0,25.5,Ludhiana
2024-06-14,43.4,29.8,36.2,0.0,27.5,39.0,12.0,25.5,Ludhiana
2024-06-15,43.7,28.0,36.5,0.0,17.9,38.0,15.0,26.5,Ludhiana
2024-06-16,44.3,30.2,37.5,0.0,16.2,44.0,16.0,30.0,Ludhiana
2024-06-17,44.7,29.2,37.5,0.0,15.8,49.0,15.0,32.0,Ludhiana
2024-06-18,44.2,30.5,37.3,0.0,20.6,48.0,16.0,32.0,Ludhiana
2024-06-19,42.5,30.2,35.6,0.0,19.6,52.0,17.0,34.5,Ludhiana
2024-06-20,38.0,24.8,31.7,0.1,22.4,83.0,35.0,59.0,Ludhiana
2024-06-21,35.7,26.4,30.3,5.3,11.9,73.0,41.0,57.0,Ludhiana
2024-06-22,38.0,26.0,32.1,0.0,8.1,81.0,30.0,55.5,Ludhiana
2024-06-23,38.8,27.1,33.9,0.0,11.7,67.0,26.0,46.5,Ludhiana
2024-06-24,40.8,29.5,35.1,0.4,15.3,63.0,27.0,45.0,Ludhiana
2024-06-25,40.2,29.7,34.6,0.0,9.4,72.0,28.0,50.0,Ludhiana
2024-06-26,39.2,31.0,34.9,0.2,17.7,66.0,38.0,52.0,Ludhiana
2024-06-27,35.4,26.9,31.2,13.1,18.1,92.0,52.0,72.0,Ludhiana
2024-06-28,37.2,28.1,32.4,0.0,13.3,81.0,44.0,62.5,Ludhiana
2024-06-29,35.7,28.5,32.1,0.5,13.0,79.0,50.0,64.5,Ludhiana
2024-06-30,38.8,28.0,33.0,0.7,15.3,82.0,42.0,62.0,Ludhiana
2024-07-01,37.3,26.8,31.8,1.6,15.3,91.0,50.0,70.5,Ludhiana
2024-07-02,37.5,26.1,31.0,5.3,17.4,95.0,51.0,73.0,Ludhiana
2024-07-03,35.8,25.4,30.1,15.2,20.9,97.0,62.0,79.5,Ludhiana
2024-07-04,31.8,25.5,28.3,13.7,20.6,93.0,68.0,80.5,Ludhiana
2024-07-05,32.8,26.4,29.1,0.4,19.4,91.0,63.0,77.0,Ludhiana
2024-07-06,32.2,25.6,28.8,0.3,18.3,87.0,64.0,75.5,Ludhiana
2024-07-07,31.8,25.6,28.3,1.5,15.3,94.0,63.0,78.5,Ludhiana
2024-07-08,32.4,25.9,29.1,0.4,15.5,90.0,62.0,76.0,Ludhiana
2024-07-09,34.8,25.4,30.0,0.0,9.7,92.0,56.0,74.0,Ludhiana
2024-07-10,34.8,26.7,30.5,1.8,12.6,94.0,58.0,76.0,Ludhiana
2024-07-11,35.8,27.5,31.5,0.1,10.7,96.0,53.0,74.5,Ludhiana
2024-07-12,35.5,26.3,30.2,0.0,15.9,92.0,55.0,73.5,Ludhiana
2024-07-13,34.3,24.1,29.0,2.7,16.5,96.0,54.0,75.0,Ludhiana
2024-07-14,34.1,25.9,30.2,0.0,7.4,93.0,56.0,74.5,Ludhiana
2024-07-15,35.8,27.0,31.3,0.0,11.6,89.0,53.0,71.0,Ludhiana
2024-07-16,35.8,28.2,31.7,0.3,13.2,85.0,56.0,70.5,Ludhiana
2024-07-17,35.6,28.2,31.4,0.5,14.3,84.0,56.0,70.0,Ludhiana
2024-07-18,35.9,27.2,31.5,0.3,11.0,90.0,57.0,73.5,Ludhiana
2024-07-19,36.5,27.2,31.7,0.3,12.7,92.0,51.0,71.5,Ludhiana
2024-07-20,36.5,27.0,31.5,1.0,16.6,88.0,51.0,69.5,Ludhiana
2024-07-21,37.0,28.2,32.3,0.3,12.5,83.0,51.0,67.0,Ludhiana
2024-07-22,35.2,27.2,30.7,3.9,14.6,92.0,62.0,77.0,Ludhiana
2024-07-23,35.0,25.1,30.4,15.4,12.0,97.0,58.0,77.5,Ludhiana
2024-07-24,34.0,26.7,30.0,8.6,14.3,91.0,61.0,76.0,Ludhiana
2024-07-25,34.7,27.1,30.7,0.9,11.2,90.0,63.0,76.5,Ludhiana
2024-07-26,35.0,26.5,30.4,1.7,15.8,95.0,61.0,78.0,Ludhiana
2024-07-27,35.0,27.0,30.7,2.7,13.7,95.0,64.0,79.5,Ludhiana
2024-07-28,34.6,28.2,31.1,0.1,12.3,94.0,63.0,78.5,Ludhiana
2024-07-29,34.8,28.0,31.0,5.9,12.6,93.0,62.0,77.5,Ludhiana
2024-07-30,36.4,27.4,31.1,1.5,14.9,96.0,58.0,77.0,Ludhiana
2024-07-31,36.0,27.0,31.3,8.2,16.3,98.0,61.0,79.5,Ludhiana
2024-08-01,28.0,25.2,26.5,23.8,15.1,96.0,85.0,90.5,Ludhiana
2024-08-02,33.8,25.2,29.3,0.9,10.7,98.0,64.0,81.0,Ludhiana
2024-08-03,33.1,27.0,29.6,6.0,19.1,90.0,66.0,78.0,Ludhiana
2024-08-04,33.2,27.0,29.9,0.5,12.7,89.0,59.0,74.0,Ludhiana
2024-08-05,33.2,27.0,30.0,1.4,14.4,91.0,64.0,77.5,Ludhiana
2024-08-06,33.8,27.0,29.9,0.1,12.6,87.0,60.0,73.5,Ludhiana
2024-08-07,32.2,25.9,28.3,1.8,15.6,91.0,67.0,79.0,Ludhiana
2024-08-08,32.9,25.2,29.0,0.6,15.8,96.0,63.0,79.5,Ludhiana
2024-08-09,33.0,26.0,29.4,0.0,13.4,92.0,63.0,77.5,Ludhiana
2024-08-10,33.7,26.1,29.5,0.4,16.3,94.0,63.0,78.5,Ludhiana
2024-08-11,31.5,25.8,28.1,2.5,17.6,96.0,71.0,83.5,Ludhiana
2024-08-12,33.3,25.4,28.8,1.3,12.6,94.0,60.0,77.0,Ludhiana
2024-08-13,33.2,25.9,29.3,0.6,11.0,94.0,64.0,79.0,Ludhiana
2024-08-14,33.6,26.7,29.7,3.4,8.2,91.0,61.0,76.0,Ludhiana
2024-08-15,33.1,26.9,29.7,8.8,12.0,97.0,63.0,80.0,Ludhiana
2024-08-16,34.5,26.0,29.3,14.7,14.1,97.0,61.0,79.0,Ludhiana
2024-08-17,31.7,25.4,27.8,7.0,16.9,98.0,69.0,83.5,Ludhiana
2024-08-18,32.9,25.7,28.8,3.3,11.6,99.0,69.0,84.0,Ludhiana
2024-08-19,32.2,25.4,28.3,8.9,13.4,98.0,68.0,83.0,Ludhiana
2024-08-20,32.3,24.5,28.0,12.8,10.5,98.0,69.0,83.5,Ludhiana
2024-08-21,33.0,25.1,28.8,0.8,10.0,99.0,63.0,81.0,Ludhiana
2024-08-22,33.2,25.3,29.3,0.7,8.7,97.0,61.0,79.0,Ludhiana
2024-08-23,32.9,24.6,28.7,6.9,10.8,97.0,63.0,80.0,Ludhiana
2024-08-24,33.0,24.2,28.5,4.8,10.2,97.0,66.0,81.5,Ludhiana
2024-08-25,33.4,25.9,29.1,1.5,8.4,97.0,60.0,78.5,Ludhiana
2024-08-26,33.7,26.1,29.8,0.8,14.8,94.0,57.0,75.5,Ludhiana
2024-08-27,33.1,25.7,28.6,3.3,16.3,92.0,60.0,76.0,Ludhiana
2024-08-28,31.7,25.1,27.9,4.2,14.3,94.0,68.0,81.0,Ludhiana
2024-08-29,27.5,24.1,25.5,13.7,33.2,94.0,80.0,87.0,Ludhiana
2024-08-30,32.1,24.0,27.7,7.9,9.1,95.0,68.0,81.5,Ludhiana
2024-08-31,33.9,25.2,29.1,0.0,12.0,97.0,58.0,77.5,Ludhiana
2024-09-01,34.0,25.4,29.6,0.0,9.1,94.0,58.0,76.0,Ludhiana
2024-09-02,31.6,24.8,27.9,9.9,16.1,95.0,68.0,81.5,Ludhiana
2024-09-03,33.0,25.4,28.1,4.9,13.6,95.0,61.0,78.0,Ludhiana
2024-09-04,31.6,25.0,27.6,3.9,6.3,96.0,64.0,80.0,Ludhiana
2024-09-05,31.5,23.8,27.5,1.8,7.0,99.0,64.0,81.5,Ludhiana
2024-09-06,32.7,23.5,27.8,2.7,10.6,97.0,57.0,77.0,Ludhiana
2024-09-07,30.4,23.6,26.3,39.4,12.9,99.0,71.0,85.0,Ludhiana
2024-09-08,32.7,24.4,28.2,0.1,6.1,100.0,60.0,80.0,Ludhiana
2024-09-09,33.2,25.4,29.1,1.2,5.0,95.0,63.0,79.0,Ludhiana
2024-09-10,31.1,25.9,28.0,7.7,14.3,97.0,68.0,82.5,Ludhiana
2024-09-11,33.2,24.9,28.6,0.0,10.9,99.0,56.0,77.5,Ludhiana
2024-09-12,34.0,24.2,28.5,0.0,10.0,97.0,55.0,76.0,Ludhiana
2024-09-13,31.6,23.5,27.1,1.1,12.7,100.0,64.0,82.0,Ludhiana
2024-09-14,32.2,22.9,27.1,0.9,12.5,96.0,62.0,79.0,Ludhiana
2024-09-15,33.0,23.2,27.5,0.0,10.2,99.0,50.0,74.5,Ludhiana
2024-09-16,34.0,22.7,27.8,0.0,9.2,97.0,44.0,70.5,Ludhiana
2024-09-17,34.0,23.4,28.6,0.4,9.6,86.0,50.0,68.0,Ludhiana
2024-09-18,32.8,23.1,28.2,2.4,9.5,96.0,55.0,75.5,Ludhiana
2024-09-19,28.9,23.6,26.5,4.7,10.8,91.0,67.0,79.0,Ludhiana
2024-09-20,33.5,21.9,27.5,0.0,8.0,90.0,50.0,70.0,Ludhiana
2024-09-21,34.8,23.7,29.1,0.0,7.3,90.0,44.0,67.0,Ludhiana
2024-09-22,35.5,25.9,30.3,0.0,8.7,90.0,47.0,68.5,Ludhiana
2024-09-23,36.7,26.0,31.2,0.0,8.2,87.0,44.0,65.5,Ludhiana
2024-09-24,36.5,26.0,31.1,0.0,6.2,84.0,45.0,64.5,Ludhiana
2024-09-25,35.3,26.7,30.9,0.4,15.7,88.0,52.0,70.0,Ludhiana
2024-09-26,30.9,24.5,27.4,6.5,15.7,94.0,64.0,79.0,Ludhiana
2024-09-27,33.0,22.5,27.6,1.7,10.8,93.0,53.0,73.0,Ludhiana
2024-09-28,33.0,24.0,27.5,0.0,9.5,95.0,49.0,72.0,Ludhiana
2024-09-29,33.3,23.4,27.6,0.0,9.6,94.0,47.0,70.5,Ludhiana
2024-09-30,34.2,22.3,27.9,0.0,14.8,92.0,46.0,69.0,Ludhiana
2024-10-01,34.8,23.1,28.6,0.0,10.9,96.0,47.0,71.5,Ludhiana
2024-10-02,36.0,22.8,29.1,0.0,9.5,96.0,38.0,67.0,Ludhiana
2024-10-03,36.2,22.3,28.9,0.0,8.8,92.0,33.0,62.5,Ludhiana
2024-10-04,36.2,22.8,28.9,0.0,7.9,88.0,33.0,60.5,Ludhiana
2024-10-05,35.3,22.9,28.5,1.3,15.8,83.0,38.0,60.5,Ludhiana
2024-10-06,33.6,22.8,27.5,0.7,17.7,85.0,38.0,61.5,Ludhiana
2024-10-07,33.9,20.9,26.9,0.0,9.2,90.0,33.0,61.5,Ludhiana
2024-10-08,33.7,22.3,26.9,0.0,23.4,82.0,34.0,58.0,Ludhiana
2024-10-09,34.0,20.6,26.7,0.0,12.6,95.0,29.0,62.0,Ludhiana
2024-10-10,33.9,20.0,26.1,0.0,14.9,78.0,23.0,50.5,Ludhiana
2024-10-11,33.2,18.9,25.6,0.0,13.1,81.0,29.0,55.0,Ludhiana
2024-10-12,33.3,19.2,25.8,0.0,9.9,76.0,26.0,51.0,Ludhiana
2024-10-13,33.1,19.9,26.0,0.0,10.8,81.0,29.0,55.0,Ludhiana
2024-10-14,32.5,19.5,25.7,0.0,10.2,77.0,30.0,53.5,Ludhiana
2024-10-15,33.0,20.4,25.6,0.0,12.3,69.0,29.0,49.0,Ludhiana
2024-10-16,33.5,20.2,25.7,0.0,9.3,74.0,29.0,51.5,Ludhiana
2024-10-17,33.8,18.6,25.8,0.0,8.7,84.0,31.0,57.5,Ludhiana
2024-10-18,33.6,18.0,25.5,0.0,8.7,94.0,31.0,62.5,Ludhiana
2024-10-19,33.2,20.0,26.0,0.0,10.9,84.0,34.0,59.0,Ludhiana
2024-10-20,32.7,19.0,25.8,0.0,8.7,92.0,35.0,63.5,Ludhiana
2024-10-21,31.9,19.1,25.3,0.0,8.3,94.0,38.0,66.0,Ludhiana
2024-10-22,31.8,19.5,25.3,0.0,8.6,94.0,38.0,66.0,Ludhiana
2024-10-23,32.4,19.5,25.2,0.0,12.7,94.0,32.0,63.0,Ludhiana
2024-10-24,32.8,18.9,24.8,0.0,15.4,90.0,29.0,59.5,Ludhiana
2024-10-25,31.9,18.5,24.4,0.0,13.8,92.0,33.0,62.5,Ludhiana
2024-10-26,32.7,17.9,24.4,0.0,10.2,88.0,37.0,62.5,Ludhiana
2024-10-27,32.3,18.4,24.6,0.0,11.9,95.0,41.0,68.0,Ludhiana
2024-10-28,32.1,19.3,25.0,0.0,8.9,96.0,39.0,67.5,Ludhiana
2024-10-29,32.9,19.7,25.4,0.0,8.9,96.0,37.0,66.5,Ludhiana
2024-10-30,33.0,18.9,25.1,0.0,10.0,94.0,36.0,65.0,Ludhiana
2024-10-31,31.8,18.5,24.2,0.0,14.2,85.0,36.0,60.5,Ludhiana
2024-11-01,31.6,17.0,23.2,0.0,12.6,88.0,27.0,57.5,Ludhiana
2024-11-02,31.3,14.9,22.8,0.0,7.7,95.0,28.0,61.5,Ludhiana
2024-11-03,30.9,15.4,22.4,0.0,11.5,92.0,33.0,62.5,Ludhiana
2024-11-04,31.1,16.1,22.8,0.0,9.6,94.0,35.0,64.5,Ludhiana
2024-11-05,30.1,17.6,23.0,0.0,11.6,95.0,42.0,68.5,Ludhiana
2024-11-06,30.4,16.2,22.9,0.0,9.0,97.0,41.0,69.0,Ludhiana
2024-11-07,30.0,16.9,22.6,0.0,8.8,96.0,45.0,70.5,Ludhiana
2024-11-08,29.9,17.3,22.8,0.0,8.0,97.0,46.0,71.5,Ludhiana
2024-11-09,29.6,17.7,22.8,0.0,9.4,97.0,48.0,72.5,Ludhiana
2024-11-10,29.2,17.6,22.5,0.0,8.8,97.0,49.0,73.0,Ludhiana
2024-11-11,29.4,17.5,22.7,0.0,11.4,97.0,46.0,71.5,Ludhiana
2024-11-12,28.5,16.9,22.0,0.0,9.0,96.0,44.0,70.0,Ludhiana
2024-11-13,27.1,17.1,21.1,0.0,7.7,100.0,50.0,75.0,Ludhiana
2024-11-14,27.0,15.8,20.1,0.0,8.1,100.0,46.0,73.0,Ludhiana
2024-11-15,26.1,14.9,19.5,0.0,11.0,99.0,48.0,73.5,Ludhiana
2024-11-16,25.0,14.9,19.4,0.0,8.6,99.0,53.0,76.0,Ludhiana
2024-11-17,24.1,14.4,18.3,0.0,7.5,100.0,58.0,79.0,Ludhiana
2024-11-18,23.8,13.1,17.8,0.0,8.3,96.0,48.0,72.0,Ludhiana
2024-11-19,23.9,11.5,17.0,0.0,8.3,92.0,47.0,69.5,Ludhiana
2024-11-20,23.9,11.1,17.0,0.0,7.6,95.0,49.0,72.0,Ludhiana
2024-11-21,23.6,11.4,17.0,0.0,8.6,99.0,51.0,75.0,Ludhiana
2024-11-22,24.2,11.7,17.5,0.0,4.7,99.0,51.0,75.0,Ludhiana
2024-11-23,25.3,12.7,18.3,0.0,10.0,95.0,46.0,70.5,Ludhiana
2024-11-24,24.5,12.6,18.2,0.0,9.9,99.0,52.0,75.5,Ludhiana
2024-11-25,23.2,12.4,17.1,0.0,9.6,95.0,50.0,72.5,Ludhiana
2024-11-26,23.0,11.9,16.8,0.0,8.7,90.0,55.0,72.5,Ludhiana
2024-11-27,22.8,11.2,16.4,0.0,6.1,94.0,52.0,73.0,Ludhiana
2024-11-28,22.9,11.1,16.3,0.0,5.1,98.0,54.0,76.0,Ludhiana
2024-11-29,22.3,10.2,16.0,0.0,8.3,99.0,56.0,77.5,Ludhiana
2024-11-30,21.9,11.6,16.3,0.0,10.8,95.0,57.0,76.0,Ludhiana
2024-12-01,22.1,11.1,16.3,0.0,9.1,90.0,53.0,71.5,Ludhiana
2024-12-02,22.8,11.3,16.7,0.0,9.7,91.0,56.0,73.5,Ludhiana
